Period,LoanId,InterestCollected,ScheduledInterest,ServicerAdvances,PrincipalCollected,ScheduledPrincipal,Prepayment,RealizedLoss,EndBalance,LoanStatus,DQStatus,PoolStatus,Recoveries
8,L0001,150929.53,149566.63,0.00,336090.49,149373.55,186716.94,1120.30,37006177.51,CURRENT,0,STRESSED,0.00
8,L0002,138870.73,137616.72,0.00,294079.18,130701.86,163377.32,980.26,32380405.34,CURRENT,0,STRESSED,0.00
8,L0003,0.00,129743.26,129743.26,0.00,0.00,0.00,57779.23,28831836.20,DEFAULT,120,STRESSED,0.00
8,L0004,107829.03,106855.34,0.00,235263.35,104561.49,130701.86,784.21,25904324.25,CURRENT,0,STRESSED,0.00
8,L0005,123042.83,121931.75,0.00,231106.53,102714.01,128392.52,770.36,25446626.72,CURRENT,0,STRESSED,0.00
8,L0006,98220.89,97333.96,0.00,210056.56,93358.47,116698.09,700.19,23128860.94,CURRENT,0,STRESSED,0.00
8,L0007,93941.96,93093.67,0.00,193252.03,85889.79,107362.24,644.17,21278552.08,CURRENT,0,STRESSED,0.00
8,L0008,72352.81,71699.47,0.00,168045.25,74686.78,93358.47,560.15,18503088.75,CURRENT,0,STRESSED,0.00
8,L0009,0.00,55284.13,55284.13,0.00,0.00,0.00,22922.04,11438096.28,DEFAULT,120,STRESSED,0.00
8,L0010,38121.38,37777.14,0.00,84022.63,37343.39,46679.24,280.08,9251544.38,CURRENT,0,STRESSED,0.00
