Period,LoanId,InterestCollected,ScheduledInterest,ServicerAdvances,PrincipalCollected,ScheduledPrincipal,Prepayment,RealizedLoss,EndBalance,LoanStatus,DQStatus,PoolStatus,Recoveries
6,F17Q10000051,522.6041666666666,522.6041666666666,0.0,1000.0,1000.0,0.0,0.0,173000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10000374,444.0625,444.0625,0.0,0.0,0.0,0.0,0.0,147000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10000394,275.5208333333333,275.5208333333333,0.0,1000.0,1000.0,0.0,0.0,115000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10000598,400.0,400.0,0.0,0.0,0.0,0.0,0.0,120000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10000925,1316.5625,1316.5625,0.0,1000.0,1000.0,0.0,0.0,383000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10000973,483.3333333333333,483.3333333333333,0.0,0.0,0.0,0.0,0.0,145000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10001050,718.9583333333334,718.9583333333334,0.0,0.0,0.0,0.0,0.0,203000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10001064,122.70833333333333,122.70833333333333,0.0,1000.0,1000.0,0.0,0.0,38000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10001138,697.8125,697.8125,0.0,0.0,0.0,0.0,0.0,203000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10001158,762.0833333333334,762.0833333333334,0.0,0.0,0.0,0.0,0.0,236000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10001196,492.1875,492.1875,0.0,0.0,0.0,0.0,0.0,135000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10001335,385.0,385.0,0.0,0.0,0.0,0.0,0.0,112000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10001467,437.5,437.5,0.0,1000.0,1000.0,0.0,0.0,140000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10001590,1110.3125,1110.3125,0.0,0.0,0.0,0.0,0.0,323000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10001653,713.3333333333334,713.3333333333334,0.0,1000.0,1000.0,0.0,0.0,214000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10001718,1306.25,1306.25,0.0,1000.0,1000.0,0.0,0.0,380000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10001862,1089.6875,1089.6875,0.0,1000.0,1000.0,0.0,0.0,317000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10002163,1012.9166666666666,1012.9166666666666,0.0,0.0,0.0,0.0,0.0,286000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10002995,372.6666666666667,372.6666666666667,0.0,0.0,0.0,0.0,0.0,104000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10003349,586.9791666666666,586.9791666666666,0.0,0.0,0.0,0.0,0.0,161000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10004632,1084.375,1084.375,0.0,1000.0,1000.0,0.0,0.0,347000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10005435,938.4375,938.4375,0.0,0.0,0.0,0.0,0.0,231000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10005555,776.25,776.25,0.0,0.0,0.0,0.0,0.0,276000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10006017,780.0,780.0,0.0,2000.0,2000.0,0.0,0.0,288000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10006038,1359.4791666666667,1359.4791666666667,0.0,1000.0,1000.0,0.0,0.0,421000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10006176,272.8125,272.8125,0.0,0.0,0.0,0.0,0.0,97000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10006726,169.27083333333334,169.27083333333334,0.0,0.0,0.0,0.0,0.0,65000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10006910,539.5833333333334,539.5833333333334,0.0,0.0,0.0,0.0,0.0,148000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10007159,864.0625,864.0625,0.0,0.0,0.0,0.0,0.0,237000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10007237,743.75,743.75,0.0,0.0,0.0,0.0,0.0,204000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10007398,38.958333333333336,38.958333333333336,0.0,0.0,0.0,0.0,0.0,11000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10007488,689.0625,689.0625,0.0,0.0,0.0,0.0,0.0,189000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10007585,1722.1875,1722.1875,0.0,1000.0,1000.0,0.0,0.0,501000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10007625,1925.0,1925.0,0.0,1000.0,1000.0,0.0,0.0,550000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10007629,577.5,577.5,0.0,0.0,0.0,0.0,0.0,168000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10007750,0.0,0.0,0.0,398000.0,398000.0,0.0,0.0,0.0,CURRENT,0,PERFORMING,0.0
6,F17Q10008186,1527.9166666666667,1527.9166666666667,0.0,1000.0,1000.0,0.0,0.0,386000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10008796,562.5,562.5,0.0,1000.0,1000.0,0.0,0.0,180000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10009077,604.1666666666666,604.1666666666666,0.0,1000.0,1000.0,0.0,0.0,232000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10009106,564.6875,564.6875,0.0,0.0,0.0,0.0,0.0,139000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10009215,373.75,373.75,0.0,0.0,0.0,0.0,0.0,78000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10009691,625.0,625.0,0.0,0.0,0.0,0.0,0.0,200000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10009710,2027.2916666666667,2027.2916666666667,0.0,0.0,0.0,0.0,0.0,526000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10009738,137.8125,137.8125,0.0,0.0,0.0,0.0,0.0,49000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10009774,570.0,570.0,0.0,0.0,0.0,0.0,0.0,144000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10009853,1297.9166666666665,1297.9166666666665,0.0,0.0,0.0,0.0,0.0,356000.0,CURRENT,0,PERFORMING,0.0
6,F17Q10010375,491.1458333333333,491.1458333333333,0.0,1000.0,1000.0,0.0,0.0,205000.0,CURRENT,0,PERFORMING,0.0
