Period,LoanId,InterestCollected,ScheduledInterest,ServicerAdvances,PrincipalCollected,ScheduledPrincipal,Prepayment,RealizedLoss,EndBalance,LoanStatus,DQStatus,PoolStatus,Recoveries
4,F17Q10000051,525.625,525.625,0.0,1000.0,1000.0,0.0,0.0,174000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10000374,444.0625,444.0625,0.0,0.0,0.0,0.0,0.0,147000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10000394,277.9166666666667,277.9166666666667,0.0,1000.0,1000.0,0.0,0.0,116000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10000598,400.0,400.0,0.0,1000.0,1000.0,0.0,0.0,120000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10000925,1320.0,1320.0,0.0,1000.0,1000.0,0.0,0.0,384000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10000973,486.6666666666667,486.6666666666667,0.0,1000.0,1000.0,0.0,0.0,146000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10001050,722.5,722.5,0.0,0.0,0.0,0.0,0.0,204000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10001064,125.9375,125.9375,0.0,0.0,0.0,0.0,0.0,39000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10001138,697.8125,697.8125,0.0,0.0,0.0,0.0,0.0,203000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10001158,765.3125,765.3125,0.0,0.0,0.0,0.0,0.0,237000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10001196,492.1875,492.1875,0.0,0.0,0.0,0.0,0.0,135000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10001335,385.0,385.0,0.0,0.0,0.0,0.0,0.0,112000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10001467,443.75,443.75,0.0,1000.0,1000.0,0.0,0.0,142000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10001590,1113.75,1113.75,0.0,0.0,0.0,0.0,0.0,324000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10001653,716.6666666666666,716.6666666666666,0.0,0.0,0.0,0.0,0.0,215000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10001718,1309.6875,1309.6875,0.0,1000.0,1000.0,0.0,0.0,381000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10001862,1093.125,1093.125,0.0,1000.0,1000.0,0.0,0.0,318000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10002163,1012.9166666666666,1012.9166666666666,0.0,1000.0,1000.0,0.0,0.0,286000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10002995,372.6666666666667,372.6666666666667,0.0,0.0,0.0,0.0,0.0,104000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10003349,586.9791666666666,586.9791666666666,0.0,1000.0,1000.0,0.0,0.0,161000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10004632,1093.75,1093.75,0.0,1000.0,1000.0,0.0,0.0,350000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10005435,942.5,942.5,0.0,0.0,0.0,0.0,0.0,232000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10005555,784.6875,784.6875,0.0,1000.0,1000.0,0.0,0.0,279000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10006017,788.125,788.125,0.0,1000.0,1000.0,0.0,0.0,291000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10006038,1362.7083333333333,1362.7083333333333,0.0,1000.0,1000.0,0.0,0.0,422000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10006176,272.8125,272.8125,0.0,1000.0,1000.0,0.0,0.0,97000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10006726,171.875,171.875,0.0,0.0,0.0,0.0,0.0,66000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10006910,539.5833333333334,539.5833333333334,0.0,0.0,0.0,0.0,0.0,148000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10007159,864.0625,864.0625,0.0,1000.0,1000.0,0.0,0.0,237000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10007237,743.75,743.75,0.0,1000.0,1000.0,0.0,0.0,204000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10007398,38.958333333333336,38.958333333333336,0.0,1000.0,1000.0,0.0,0.0,11000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10007488,689.0625,689.0625,0.0,0.0,0.0,0.0,0.0,189000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10007585,1725.625,1725.625,0.0,1000.0,1000.0,0.0,0.0,502000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10007625,1928.5,1928.5,0.0,1000.0,1000.0,0.0,0.0,551000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10007629,577.5,577.5,0.0,1000.0,1000.0,0.0,0.0,168000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10007750,1243.75,1243.75,0.0,1000.0,1000.0,0.0,0.0,398000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10008186,1531.875,1531.875,0.0,0.0,0.0,0.0,0.0,387000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10008796,568.75,568.75,0.0,0.0,0.0,0.0,0.0,182000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10009077,606.7708333333334,606.7708333333334,0.0,1000.0,1000.0,0.0,0.0,233000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10009106,564.6875,564.6875,0.0,0.0,0.0,0.0,0.0,139000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10009215,373.75,373.75,0.0,0.0,0.0,0.0,0.0,78000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10009691,628.125,628.125,0.0,0.0,0.0,0.0,0.0,201000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10009710,2031.1458333333333,2031.1458333333333,0.0,1000.0,1000.0,0.0,0.0,527000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10009738,137.8125,137.8125,0.0,1000.0,1000.0,0.0,0.0,49000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10009774,570.0,570.0,0.0,1000.0,1000.0,0.0,0.0,144000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10009853,1301.5624999999998,1301.5624999999998,0.0,0.0,0.0,0.0,0.0,357000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10010375,495.9375,495.9375,0.0,1000.0,1000.0,0.0,0.0,207000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10010426,267.1875,267.1875,0.0,0.0,0.0,0.0,0.0,95000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10010627,502.7083333333333,502.7083333333333,0.0,0.0,0.0,0.0,0.0,127000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10010823,1026.4583333333333,1026.4583333333333,0.0,2000.0,2000.0,0.0,0.0,379000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10010898,480.0,480.0,0.0,0.0,0.0,0.0,0.0,128000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10010991,540.0,540.0,0.0,0.0,0.0,0.0,0.0,162000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10011106,623.3333333333334,623.3333333333334,0.0,0.0,0.0,0.0,0.0,187000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10011141,596.25,596.25,0.0,0.0,0.0,0.0,0.0,159000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10011358,343.3333333333333,343.3333333333333,0.0,0.0,0.0,0.0,0.0,103000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10011419,530.0,530.0,0.0,1000.0,1000.0,0.0,0.0,159000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10011712,1143.9583333333335,1143.9583333333335,0.0,1000.0,1000.0,0.0,0.0,323000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10012006,828.125,828.125,0.0,1000.0,1000.0,0.0,0.0,265000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10012008,1832.7083333333333,1832.7083333333333,0.0,1000.0,1000.0,0.0,0.0,463000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10012217,540.0,540.0,0.0,1000.0,1000.0,0.0,0.0,192000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10012221,811.0416666666666,811.0416666666666,0.0,1000.0,1000.0,0.0,0.0,229000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10012274,1459.1666666666667,1459.1666666666667,0.0,0.0,0.0,0.0,0.0,412000.0,CURRENT,0,PERFORMING,0.0
4,F17Q10012606,269.7916666666667,269.7916666666667,0.0,1000.0,1000.0,0.0,0.0,74000.0,CURRENT,0,PERFORMING,0.0
